current_table,current_column,target_table,target_column,decision,canonical_source,backfill_source,compatibility_required,migration_order,risk,notes
team_training_exceptions,is_active,team_training_exceptions,is_active,KEEP,team_training_exceptions.is_active,team_training_exceptions.is_active,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_exceptions,created_at,team_training_exceptions,created_at,KEEP,team_training_exceptions.created_at,team_training_exceptions.created_at,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_exceptions,updated_at,team_training_exceptions,updated_at,KEEP,team_training_exceptions.updated_at,team_training_exceptions.updated_at,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_times,id,team_training_times,id,KEEP,team_training_times.id,team_training_times.id,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_times,team_season_id,team_training_times,team_season_id,KEEP,team_training_times.team_season_id,team_training_times.team_season_id,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_times,weekday,team_training_times,weekday,KEEP,team_training_times.weekday,team_training_times.weekday,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_times,start_time,team_training_times,start_time,KEEP,team_training_times.start_time,team_training_times.start_time,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_times,end_time,team_training_times,end_time,KEEP,team_training_times.end_time,team_training_times.end_time,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_times,training_type,team_training_times,training_type,KEEP,team_training_times.training_type,team_training_times.training_type,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_times,location_name,team_training_times,location_name,KEEP,team_training_times.location_name,team_training_times.location_name,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_times,location_address,team_training_times,location_address,KEEP,team_training_times.location_address,team_training_times.location_address,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_times,location_city,team_training_times,location_city,KEEP,team_training_times.location_city,team_training_times.location_city,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_times,location_note,team_training_times,location_note,KEEP,team_training_times.location_note,team_training_times.location_note,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_times,effective_from,team_training_times,effective_from,KEEP,team_training_times.effective_from,team_training_times.effective_from,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_times,effective_until,team_training_times,effective_until,KEEP,team_training_times.effective_until,team_training_times.effective_until,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_times,is_active,team_training_times,is_active,KEEP,team_training_times.is_active,team_training_times.is_active,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_times,sort_order,team_training_times,sort_order,KEEP,team_training_times.sort_order,team_training_times.sort_order,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_times,note,team_training_times,note,KEEP,team_training_times.note,team_training_times.note,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_times,created_at,team_training_times,created_at,KEEP,team_training_times.created_at,team_training_times.created_at,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
team_training_times,updated_at,team_training_times,updated_at,KEEP,team_training_times.updated_at,team_training_times.updated_at,no,CURRENT,LOW,Canonical data remains unchanged in the target model.
teams,id,teams,id,KEEP,teams.id,teams.id,no,CURRENT,LOW,Stable team master data remains in teams.
teams,department_id,teams,department_id,KEEP,teams.department_id,teams.department_id,no,CURRENT,LOW,Stable team master data remains in teams.
teams,name_de,teams,name_de,KEEP,teams.name_de,teams.name_de,no,CURRENT,LOW,Stable team master data remains in teams.
teams,name_en,teams,name_en,KEEP,teams.name_en,teams.name_en,no,CURRENT,LOW,Stable team master data remains in teams.
teams,slug,teams,slug,KEEP,teams.slug,teams.slug,no,CURRENT,LOW,Stable team master data remains in teams.
teams,age_group,team_seasons,age_group,MOVE,team_seasons.age_group,teams.age_group,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,season,team_seasons,season_id,REMOVE_AFTER_MIGRATION,team_seasons.season_id,teams.season,yes,P4,HIGH,Legacy text season label is replaced by the season relation on team_seasons.
teams,is_active,teams,is_active,KEEP,teams.is_active,teams.is_active,no,CURRENT,LOW,Stable team master data remains in teams.
teams,sort_order,teams,sort_order,KEEP,teams.sort_order,teams.sort_order,no,CURRENT,LOW,Stable team master data remains in teams.
teams,created_at,teams,created_at,KEEP,teams.created_at,teams.created_at,no,CURRENT,LOW,Stable team master data remains in teams.
teams,description_de,team_seasons,description_de,MOVE,team_seasons.description_de,teams.description_de,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,description_en,team_seasons,description_en,MOVE,team_seasons.description_en,teams.description_en,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,training_times_de,team_seasons,training_times_de,MOVE,team_seasons.training_times_de,teams.training_times_de,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,training_times_en,team_seasons,training_times_en,MOVE,team_seasons.training_times_en,teams.training_times_en,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,team_image_url,team_seasons,team_image_url,MOVE,team_seasons.team_image_url,teams.team_image_url,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,contact_name,team_seasons,contact_name,MOVE,team_seasons.contact_name,teams.contact_name,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,contact_email,team_seasons,contact_email,MOVE,team_seasons.contact_email,teams.contact_email,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,contact_phone,team_seasons,contact_phone,MOVE,team_seasons.contact_phone,teams.contact_phone,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,contact_image_url,team_seasons,contact_image_url,MOVE,team_seasons.contact_image_url,teams.contact_image_url,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,fussball_de_matches_widget_url,team_seasons,fussball_de_matches_widget_url,MOVE,team_seasons.fussball_de_matches_widget_url,teams.fussball_de_matches_widget_url,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,fussball_de_matches_url,team_seasons,fussball_de_matches_url,MOVE,team_seasons.fussball_de_matches_url,teams.fussball_de_matches_url,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,dfb_matches_widget_url,team_seasons,dfb_matches_widget_url,MOVE,team_seasons.dfb_matches_widget_url,teams.dfb_matches_widget_url,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,fussball_de_table_widget_url,team_seasons,fussball_de_table_widget_url,MOVE,team_seasons.fussball_de_table_widget_url,teams.fussball_de_table_widget_url,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,fussball_de_table_url,team_seasons,fussball_de_table_url,MOVE,team_seasons.fussball_de_table_url,teams.fussball_de_table_url,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,dfb_table_widget_url,team_seasons,dfb_table_widget_url,MOVE,team_seasons.dfb_table_widget_url,teams.dfb_table_widget_url,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,fussball_de_team_id,team_seasons,fussball_de_team_id,MOVE,team_seasons.fussball_de_team_id,teams.fussball_de_team_id,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,fussball_de_competition_id,team_seasons,fussball_de_competition_id,MOVE,team_seasons.fussball_de_competition_id,teams.fussball_de_competition_id,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,fussball_de_club_id,team_seasons,fussball_de_club_id,MOVE,team_seasons.fussball_de_club_id,teams.fussball_de_club_id,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,fussball_de_team_url,team_seasons,fussball_de_team_url,MOVE,team_seasons.fussball_de_team_url,teams.fussball_de_team_url,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,fupa_matches_widget_id,team_seasons,fupa_matches_widget_id,MOVE,team_seasons.fupa_matches_widget_id,teams.fupa_matches_widget_id,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,fupa_table_widget_id,team_seasons,fupa_table_widget_id,MOVE,team_seasons.fupa_table_widget_id,teams.fupa_table_widget_id,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,fupa_club_url,team_seasons,fupa_club_url,MOVE,team_seasons.fupa_club_url,teams.fupa_club_url,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,fussball_de_matches_widget_id,team_seasons,fussball_de_matches_widget_id,MOVE,team_seasons.fussball_de_matches_widget_id,teams.fussball_de_matches_widget_id,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
teams,fussball_de_table_widget_id,team_seasons,fussball_de_table_widget_id,MOVE,team_seasons.fussball_de_table_widget_id,teams.fussball_de_table_widget_id,yes,P1,MEDIUM,Season-specific team presentation data belongs in team_seasons.
